Region ,Market,Maize (Min Price),Maize (Max Price),Date
Mara,Musoma,"60,000","65,000","10th December, 2021 "
Morogoro,Morogoro,"58,595","58,595","10th December, 2021 "
Mtwara,Mtwara,"45,000","45,000","10th December, 2021 "
Mwanza,Mwanza,"65,000","70,000","10th December, 2021 "
Njombe,Njombe,"50,000","50,000","10th December, 2021 "
Songea,Ruvuma,"29,000","30,000","10th December, 2021 "
Rukwa,Sumbawanga,"40,000","45,000","10th December, 2021 "
Shinyanga,Shinyanga,"44,000","46,000","10th December, 2021 "
Tabora,Tabora,"57,000","58,000","10th December, 2021 "
Tanga,Tanga,"53,703","55,555","10th December, 2021 "
Arusha,Arusha (Urban),"60,000","62,000","13th December, 2021"
D'Salaam,Kinondoni(Tandale),"50,000","65,000","13th December, 2021"
Dodoma,Majengo,"53,000","58,000","13th December, 2021"
Dodoma,Kibaigwa,"53,000","55,000","13th December, 2021"
Iringa,Iringa,"50,000","52,000","13th December, 2021"
Kagera,Bukoba,"65,000","72,000","13th December, 2021"
Katavi,Mpanda,"42,000","54,000","13th December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","13th December, 2021"
Lindi,Lindi,"70,000","100,000","13th December, 2021"
Manyara,Babati,"48,000","60,000","13th December, 2021"
Mara,Musoma,"60,000","65,000","13th December, 2021"
Morogoro,Morogoro,"58,595","58,595","13th December, 2021"
Mtwara,Mtwara,"45,000","45,000","13th December, 2021"
Mwanza,Mwanza,"65,000","70,000","13th December, 2021"
Njombe,Njombe,"50,000","50,000","13th December, 2021"
Songea,Ruvuma,"29,000","30,000","13th December, 2021"
Rukwa,Sumbawanga,"40,000","45,000","13th December, 2021"
Shinyanga,Shinyanga,"44,000","46,000","13th December, 2021"
Tabora,Tabora,"57,000","58,000","13th December, 2021"
Tanga,Tanga,"53,703","55,555","13th December, 2021"
Arusha,Arusha (Urban),"60,000","62,000","15th December, 2021"
D'Salaam,Kinondoni(Tandale),"63,000","65,000","15th December, 2021"
Dodoma,Majengo,"53,000","58,000","15th December, 2021"
Dodoma,Kibaigwa,"53,000","55,000","15th December, 2021"
Iringa,Iringa,"50,000","52,000","15th December, 2021"
Kagera,Bukoba,"65,000","72,000","15th December, 2021"
Katavi,Mpanda,"42,000","54,000","15th December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","15th December, 2021"
Lindi,Lindi,"70,000","100,000","15th December, 2021"
Manyara,Babati,"48,000","60,000","15th December, 2021"
Mara,Musoma,"60,000","65,000","15th December, 2021"
Kigoma,Kigoma,"61,000","62,000","15th December, 2021"
Morogoro,Morogoro,"58,595","58,595","15th December, 2021"
Mtwara,Mtwara,"45,000","45,000","15th December, 2021"
Mwanza,Mwanza,"65,000","70,000","15th December, 2021"
Njombe,Njombe,"50,000","50,000","15th December, 2021"
Songea,Ruvuma,"45,000","50,000","15th December, 2021"
Rukwa,Sumbawanga,"40,000","45,000","15th December, 2021"
Shinyanga,Shinyanga,"44,000","46,000","15th December, 2021"
Tabora,Tabora,"57,000","58,000","15th December, 2021"
Tanga,Tanga,"53,703","55,555","15th December, 2021"
Arusha,Arusha (Urban),"64,000","65,000","17th December, 2021"
D'Salaam,Kinondoni(Tandale),"63,000","65,000","17th December, 2021"
Dodoma,Majengo,"53,000","58,000","17th December, 2021"
Dodoma,Kibaigwa,"53,000","55,000","17th December, 2021"
Iringa,Iringa,"50,000","52,000","17th December, 2021"
Kagera,Bukoba,"65,000","72,000","17th December, 2021"
Katavi,Mpanda,"42,000","54,000","17th December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","17th December, 2021"
Lindi,Lindi,"70,000","100,000","17th December, 2021"
Manyara,Babati,"48,000","60,000","17th December, 2021"
Mara,Musoma,"60,000","65,000","17th December, 2021"
Kigoma,Kigoma,"61,000","62,000","17th December, 2021"
Morogoro,Morogoro,"58,595","58,595","17th December, 2021"
Mtwara,Mtwara,"45,000","45,000","17th December, 2021"
Mwanza,Mwanza,"73,000","75,000","17th December, 2021"
Njombe,Njombe,"50,000","50,000","17th December, 2021"
Songea,Ruvuma,"45,000","50,000","17th December, 2021"
Rukwa,Sumbawanga,"40,000","45,000","17th December, 2021"
Shinyanga,Shinyanga,"45,000","46,000","17th December, 2021"
Tabora,Tabora,"57,000","58,000","17th December, 2021"
Tanga,Tanga,"53,703","55,555","17th December, 2021"
Arusha,Arusha (Urban),"64,000","65,000","20th December, 2021"
D'Salaam,Kinondoni(Tandale),"63,000","65,000","20th December, 2021"
Dodoma,Majengo,"55,000","62,000","20th December, 2021"
Dodoma,Kibaigwa,"53,000","55,000","20th December, 2021"
Iringa,Iringa,"55,000","60,000","20th December, 2021"
Kagera,Bukoba,"68,000","72,000","20th December, 2021"
Katavi,Mpanda,"42,000","54,000","20th December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","20th December, 2021"
Lindi,Lindi,"80,000","120,000","20th December, 2021"
Manyara,Babati,"52,000","66,000","20th December, 2021"
Mara,Musoma,"60,000","65,000","20th December, 2021"
Kigoma,Kigoma,"61,000","62,000","20th December, 2021"
Morogoro,Morogoro,"58,595","58,595","20th December, 2021"
Mtwara,Mtwara,"45,000","45,000","20th December, 2021"
Mwanza,Mwanza,"73,000","75,000","20th December, 2021"
Njombe,Njombe,"50,000","50,000","20th December, 2021"
Songea,Ruvuma,"50,000","55,000","20th December, 2021"
Rukwa,Sumbawanga,"40,000","45,000","20th December, 2021"
Shinyanga,Shinyanga,"45,000","46,000","20th December, 2021"
Tabora,Tabora,"57,000","58,000","20th December, 2021"
Tanga,Tanga,"66,666","66,666","20th December, 2021"
Arusha,Arusha (Urban),"65,000","65,000","22nd December, 2021"
D'Salaam,Kinondoni(Tandale),"63,000","65,000","22nd December, 2021"
Dodoma,Majengo,"55,000","62,000","22nd December, 2021"
Dodoma,Kibaigwa,"58,000","59,500","22nd December, 2021"
Iringa,Iringa,"55,000","60,000","22nd December, 2021"
Kagera,Bukoba,"68,000","72,000","22nd December, 2021"
Katavi,Mpanda,"42,000","54,000","22nd December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","22nd December, 2021"
Lindi,Lindi,"80,000","100,000","22nd December, 2021"
Manyara,Babati,"52,000","66,000","22nd December, 2021"
Mara,Musoma,"60,000","65,000","22nd December, 2021"
Kigoma,Kigoma,"61,000","62,000","22nd December, 2021"
Morogoro,Morogoro,"62,500","62,500","22nd December, 2021"
Mtwara,Mtwara,"45,000","45,000","22nd December, 2021"
Mwanza,Mwanza,"73,000","75,000","22nd December, 2021"
Njombe,Njombe,"50,000","50,000","22nd December, 2021"
Songea,Ruvuma,"50,000","55,000","22nd December, 2021"
Rukwa,Sumbawanga,"40,000","45,000","22nd December, 2021"
Shinyanga,Shinyanga,"45,000","46,000","22nd December, 2021"
Tabora,Tabora,"57,000","58,000","22nd December, 2021"
Tanga,Tanga,"66,666","66,666","22nd December, 2021"
Arusha,Arusha (Urban),"65,000","66,000","27th December, 2021"
D'Salaam,Kinondoni(Tandale),"63,000","65,000","27th December, 2021"
Dodoma,Majengo,"55,000","62,000","27th December, 2021"
Dodoma,Kibaigwa,"58,000","59,500","27th December, 2021"
Iringa,Iringa,"55,000","60,000","27th December, 2021"
Kagera,Bukoba,"68,000","72,000","27th December, 2021"
Katavi,Mpanda,"62,000","66,000","27th December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","27th December, 2021"
Lindi,Lindi,"80,000","100,000","27th December, 2021"
Manyara,Babati,"52,000","66,000","27th December, 2021"
Kigoma,Kigoma,"61,000","64,000","27th December, 2021"
Morogoro,Morogoro,"62,500","62,500","27th December, 2021"
Mwanza,Mwanza,"77,000","80,000","27th December, 2021"
Njombe,Njombe,"50,000","50,000","27th December, 2021"
Songea,Ruvuma,"50,000","55,000","27th December, 2021"
Tanga,Tanga,"67,992","68,518","27th December, 2021"
Arusha,Arusha (Urban),"65,000","66,000","29th December, 2021"
D'Salaam,Kinondoni(Tandale),"63,000","65,000","29th December, 2021"
Dodoma,Majengo,"61,000","62,000","29th December, 2021"
Dodoma,Kibaigwa,"59,000","61,000","29th December, 2021"
Iringa,Iringa,"55,000","60,000","29th December, 2021"
Kagera,Bukoba,"68,000","72,000","29th December, 2021"
Katavi,Mpanda,"62,000","66,000","29th December, 2021"
Kilimanjaro,Moshi,"60,000","60,000","29th December, 2021"
Lindi,Lindi,"80,000","100,000","29th December, 2021"
Manyara,Babati,"60,000","72,000","29th December, 2021"
Kigoma,Kigoma,"61,000","64,000","29th December, 2021"
Morogoro,Morogoro,"66,406","66,406","29th December, 2021"
Mtwara,Mtwara Dc,"68,000","68,000","29th December, 2021"
Mwanza,Mwanza,"77,000","80,000","29th December, 2021"
Njombe,Njombe,"50,000","60,000","29th December, 2021"
Songea,Ruvuma,"50,000","60,000","29th December, 2021"
Tanga,Tanga,"67,992","68,518","29th December, 2021"
Arusha,Arusha (Urban),"65,000","65,000","3rd January, 2022"
D'Salaam,Kinondoni(Tandale),"66,000","66,000","3rd January, 2022"
Dodoma,Majengo,"55,000","63,000","3rd January, 2022"
Dodoma,Kibaigwa,"59,000","61,000","3rd January, 2022"
Iringa,Iringa,"55,000","60,000","3rd January, 2022"
Kagera,Bukoba,"68,000","72,000","3rd January, 2022"
Katavi,Mpanda,"62,000","66,000","3rd January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","3rd January, 2022"
Lindi,Lindi,"80,000","100,000","3rd January, 2022"
Manyara,Babati,"60,000","72,000","3rd January, 2022"
Kigoma,Kigoma,"61,000","64,000","3rd January, 2022"
Morogoro,Morogoro,"66,604","66,604","3rd January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","3rd January, 2022"
Mwanza,Mwanza,"77,000","80,000","3rd January, 2022"
Njombe,Njombe,"50,000","60,000","3rd January, 2022"
Songea,Ruvuma,"50,000","60,000","3rd January, 2022"
Tanga,Tanga,"67,992","68,518","3rd January, 2022"
Arusha,Arusha (Urban),"65,000","66,000","5th January, 2022"
D'Salaam,Kinondoni(Tandale),"66,000","66,000","5th January, 2022"
Dodoma,Majengo,"60,000","63,000","5th January, 2022"
Dodoma,Kibaigwa,"59,000","61,000","5th January, 2022"
Iringa,Iringa,"55,000","60,000","5th January, 2022"
Kagera,Bukoba,"68,000","72,000","5th January, 2022"
Katavi,Mpanda,"62,000","66,000","5th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","5th January, 2022"
Lindi,Lindi,"80,000","100,000","5th January, 2022"
Manyara,Babati,"60,000","72,000","5th January, 2022"
Kigoma,Kigoma,"61,000","64,000","5th January, 2022"
Morogoro,Morogoro,"66,604","66,604","5th January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","5th January, 2022"
Mwanza,Mwanza,"77,000","80,000","5th January, 2022"
Njombe,Njombe,"50,000","60,000","5th January, 2022"
Songea,Ruvuma,"50,000","60,000","5th January, 2022"
Tanga,Tanga,"67,992","68,518","5th January, 2022"
Arusha,Arusha (Urban),"64,000","65,000","7th January, 2022"
D'Salaam,Kinondoni(Tandale),"66,000","66,000","7th January, 2022"
Dodoma,Majengo,"57,000","63,000","7th January, 2022"
Dodoma,Kibaigwa,"59,000","61,000","7th January, 2022"
Iringa,Iringa,"55,000","60,000","7th January, 2022"
Kagera,Bukoba,"68,000","72,000","7th January, 2022"
Katavi,Mpanda,"62,000","66,000","7th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","7th January, 2022"
Lindi,Lindi,"80,000","100,000","7th January, 2022"
Manyara,Babati,"60,000","72,000","7th January, 2022"
Kigoma,Kigoma,"61,000","64,000","7th January, 2022"
Morogoro,Morogoro,"66,604","66,604","7th January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","7th January, 2022"
Mwanza,Mwanza,"77,000","80,000","7th January, 2022"
Njombe,Njombe,"50,000","60,000","7th January, 2022"
Songea,Ruvuma,"50,000","55,000","7th January, 2022"
Tanga,Tanga,"67,992","68,518","7th January, 2022"
Arusha,Arusha (Urban),"64,000","65,000","10th January, 2022"
D'Salaam,Kinondoni(Tandale),"66,000","66,000","10th January, 2022"
Dodoma,Majengo,"58,000","62,000","10th January, 2022"
Dodoma,Kibaigwa,"59,000","61,000","10th January, 2022"
Iringa,Iringa,"55,000","60,000","10th January, 2022"
Kagera,Bukoba,"68,000","72,000","10th January, 2022"
Katavi,Mpanda,"62,000","66,000","10th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","10th January, 2022"
Lindi,Lindi,"80,000","100,000","10th January, 2022"
Manyara,Babati,"60,000","72,000","10th January, 2022"
Kigoma,Kigoma,"61,000","64,000","10th January, 2022"
Morogoro,Morogoro,"66,604","66,604","10th January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","10th January, 2022"
Mwanza,Mwanza,"77,000","80,000","10th January, 2022"
Njombe,Njombe,"50,000","60,000","10th January, 2022"
Songea,Ruvuma,"50,000","55,000","10th January, 2022"
Tanga,Tanga,"67,992","68,518","10th January, 2022"
Arusha,Arusha (Urban),"64,000","65,000","14th January, 2022"
D'Salaam,Kinondoni(Tandale),"66,000","66,000","14th January, 2022"
Dodoma,Majengo,"58,000","62,000","14th January, 2022"
Dodoma,Kibaigwa,"62,000","62,000","14th January, 2022"
Iringa,Iringa,"55,000","60,000","14th January, 2022"
Kagera,Bukoba,"68,000","72,000","14th January, 2022"
Katavi,Mpanda,"62,000","66,000","14th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","14th January, 2022"
Lindi,Lindi,"80,000","100,000","14th January, 2022"
Manyara,Babati,"60,000","72,000","14th January, 2022"
Kigoma,Kigoma,"61,000","64,000","14th January, 2022"
Morogoro,Morogoro,"100,000","150,000","14th January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","14th January, 2022"
Mwanza,Mwanza,"77,000","80,000","14th January, 2022"
Njombe,Njombe,"56,000","56,000","14th January, 2022"
Songea,Ruvuma,"50,000","55,000","14th January, 2022"
Tanga,Tanga,"67,592","68,518","14th January, 2022"
AB4:S21rusha,Arusha (Urban),"64,000","65,000","17th January, 2022"
D'Salaam,Kinondoni(Tandale),"65,000","65,000","17th January, 2022"
Dodoma,Majengo,"58,000","62,000","17th January, 2022"
Dodoma,Kibaigwa,"65,000","65,000","17th January, 2022"
Iringa,Iringa,"55,000","60,000","17th January, 2022"
Kagera,Bukoba,"68,000","72,000","17th January, 2022"
Katavi,Mpanda,"62,000","66,000","17th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","17th January, 2022"
Lindi,Lindi,"80,000","100,000","17th January, 2022"
Manyara,Babati,"60,000","72,000","17th January, 2022"
Kigoma,Kigoma,"61,000","64,000","17th January, 2022"
Morogoro,Morogoro,"100,000","150,000","17th January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","17th January, 2022"
Mwanza,Mwanza,"77,000","80,000","17th January, 2022"
Njombe,Njombe,"56,000","56,000","17th January, 2022"
Songea,Ruvuma,"50,000","60,000","17th January, 2022"
Tanga,Tanga,"67,592","68,518","17th January, 2022"
Arusha,Arusha (Urban),"63,000","64,000","19th January, 2022"
D'Salaam,Kinondoni(Tandale),"65,000","80,000","19th January, 2022"
Dodoma,Majengo,"58,000","62,000","19th January, 2022"
Dodoma,Kibaigwa,"65,000","65,000","19th January, 2022"
Iringa,Iringa,"55,000","60,000","19th January, 2022"
Kagera,Bukoba,"68,000","72,000","19th January, 2022"
Katavi,Mpanda,"62,000","66,000","19th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","19th January, 2022"
Lindi,Lindi,"80,000","100,000","19th January, 2022"
Manyara,Babati,"65,000","72,000","19th January, 2022"
Kigoma,Kigoma,"61,000","64,000","19th January, 2022"
Morogoro,Morogoro,"100,000","150,000","19th January, 2022"
Mtwara,Mtwara Dc,"68,000","68,000","19th January, 2022"
Mwanza,Mwanza,"77,000","80,000","19th January, 2022"
Njombe,Njombe,"56,000","56,000","19th January, 2022"
Songea,Ruvuma,"50,000","60,000","19th January, 2022"
Tanga,Tanga,"70,370","68,518","19th January, 2022"
Arusha,Arusha (Urban),"63,000","64,000","21st January, 2022"
D'Salaam,Kinondoni(Tandale),"65,000","80,000","21st January, 2022"
Dodoma,Majengo,"58,000","62,000","21st January, 2022"
Dodoma,Kibaigwa,"65,000","65,000","21st January, 2022"
Iringa,Iringa,"55,000","60,000","21st January, 2022"
Kagera,Bukoba,"68,000","72,000","21st January, 2022"
Katavi,Mpanda,"62,000","66,000","21st January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","21st January, 2022"
Lindi,Lindi,"80,000","100,000","21st January, 2022"
Manyara,Babati,"65,000","72,000","21st January, 2022"
Kigoma,Kigoma,"61,000","64,000","21st January, 2022"
Morogoro,Morogoro,"100,000","150,000","21st January, 2022"
Mtwara,Mtwara Dc,"64,000","65,000","21st January, 2022"
Mwanza,Mwanza,"77,000","80,000","21st January, 2022"
Njombe,Njombe,"56,000","56,000","21st January, 2022"
Ruvuma,Songea,"50,000","60,000","21st January, 2022"
Tanga,Tanga,"70,370","68,518","21st January, 2022"
Arusha,Arusha (Urban),"63,000","63,000","24th January, 2022"
D'Salaam,Kinondoni(Tandale),"63,000","100,000","24th January, 2022"
Dodoma,Majengo,"59,000","63,000","24th January, 2022"
Dodoma,Kibaigwa,"65,000","65,000","24th January, 2022"
Iringa,Iringa,"55,000","55,000","24th January, 2022"
Kagera,Bukoba,"68,000","72,000","24th January, 2022"
Katavi,Mpanda,"62,000","66,000","24th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","24th January, 2022"
Lindi,Lindi,"80,000","100,000","24th January, 2022"
Manyara,Babati,"65,000","72,000","24th January, 2022"
Kigoma,Kigoma,"61,000","64,000","24th January, 2022"
Morogoro,Morogoro,"100,000","100,000","24th January, 2022"
Mtwara,Mtwara Dc,"64,000","65,000","24th January, 2022"
Mwanza,Mwanza,"80,000","80,000","24th January, 2022"
Njombe,Njombe,"56,000","56,000","24th January, 2022"
Ruvuma,Songea,"50,000","60,000","24th January, 2022"
Tanga,Tanga,"70,370","69,444","24th January, 2022"
Arusha,Arusha (Urban),"63,000","63,000","26th January, 2022"
D'Salaam,Kinondoni(Tandale),"60,000","100,000","26th January, 2022"
Dodoma,Majengo,"59,000","63,000","26th January, 2022"
Dodoma,Kibaigwa,"65,000","65,000","26th January, 2022"
Iringa,Iringa,"55,000","55,000","26th January, 2022"
Kagera,Bukoba,"68,000","72,000","26th January, 2022"
Katavi,Mpanda,"62,000","66,000","26th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","26th January, 2022"
Lindi,Lindi,"80,000","100,000","26th January, 2022"
Manyara,Babati,"65,000","72,000","26th January, 2022"
Kigoma,Kigoma,"55,000","66,000","26th January, 2022"
Morogoro,Morogoro,"100,000","100,000","26th January, 2022"
Mtwara,Mtwara Dc,"64,000","65,000","26th January, 2022"
Mwanza,Mwanza,"80,000","80,000","26th January, 2022"
Njombe,Njombe,"56,000","56,000","26th January, 2022"
Ruvuma,Songea,"46,000","50,000","26th January, 2022"
Tanga,Tanga,"70,370","69,444","26th January, 2022"
Arusha,Arusha (Urban),"63,000","63,000","28th January, 2022"
D'Salaam,Kinondoni(Tandale),"60,000","100,000","28th January, 2022"
Dodoma,Majengo,"59,000","63,000","28th January, 2022"
Dodoma,Kibaigwa,"65,000","65,000","28th January, 2022"
Iringa,Iringa,"55,000","55,000","28th January, 2022"
Kagera,Bukoba,"68,000","72,000","28th January, 2022"
Katavi,Mpanda,"62,000","66,000","28th January, 2022"
Kilimanjaro,Moshi,"60,000","60,000","28th January, 2022"
Lindi,Lindi,"80,000","100,000","28th January, 2022"
Manyara,Babati,"60,000","72,000","28th January, 2022"
Kigoma,Kigoma,"55,000","66,000","28th January, 2022"
Morogoro,Morogoro,"100,000","100,000","28th January, 2022"
Mtwara,Mtwara Dc,"64,000","65,000","28th January, 2022"
Mwanza,Mwanza,"80,000","80,000","28th January, 2022"
Njombe,Njombe,"56,000","56,000","28th January, 2022"
Ruvuma,Songea,"46,000","50,000","28th January, 2022"
Tanga,Tanga,"67,592","67,592","28th January, 2022"
